0 0 0
1.0078 -0.0291785 0.00856874

1.0078 -0.0291785 0.00856874
2.01972 -0.0240971 0.0086043

2.01972 -0.0240971 0.0086043
3.00139 -0.0533696 0.0261296

3.00139 -0.0533696 0.0261296
4.05181 0.0385546 0.000747802

4.05181 0.0385546 0.000747802
5.0243 -0.0321968 -0.00846173

5.0243 -0.0321968 -0.00846173
5.06239 1.00995 1.56421

5.06239 1.00995 1.56421
5.06154 2.04788 1.56865

5.06154 2.04788 1.56865
5.06764 2.99826 1.58916

5.06764 2.99826 1.58916
5.07859 4.0019 1.60775

5.07859 4.0019 1.60775
5.011 5.02463 1.59288

5.011 5.02463 1.59288
4.01715 5.01707 -3.09373

4.01715 5.01707 -3.09373
3.04516 4.98514 -3.0948

3.04516 4.98514 -3.0948
2.03377 4.85014 -3.10624

2.03377 4.85014 -3.10624
1.07161 4.83451 -3.10835

1.07161 4.83451 -3.10835
0.0813354 4.79858 -3.1278

0.0813354 4.79858 -3.1278
0.157653 3.83965 -1.523

0.157653 3.83965 -1.523
0.200857 2.86394 -1.51034

0.200857 2.86394 -1.51034
0.236824 1.86669 -1.52345

0.236824 1.86669 -1.52345
-0.0305866 0.948592 -1.57613

0 0 0
-0.0305866 0.948592 -1.57613

-0.0305866 0.948592 -1.57613
-0.0133104 0.0381211 -1.57485

1.0078 -0.0291785 0.00856874
-0.0133104 0.0381211 -1.57485

0 0 0
-0.0133104 0.0381211 -1.57485

0 0 0
-1.00774 -0.039353 3.11887

-0.0133104 0.0381211 -1.57485
-1.00774 -0.039353 3.11887

-1.00774 -0.039353 3.11887
-2.01866 -0.0428942 3.1081

-2.01866 -0.0428942 3.1081
-3.05375 0.0177865 3.10624

-3.05375 0.0177865 3.10624
-4.04516 0.107032 3.0962

-4.04516 0.107032 3.0962
-5.08907 0.0810517 3.10515

-5.08907 0.0810517 3.10515
-5.04599 1.06958 1.51691

-5.04599 1.06958 1.51691
-4.99184 2.1062 1.51523

-4.99184 2.1062 1.51523
-4.97939 3.13217 1.52606

-4.97939 3.13217 1.52606
-4.92088 4.11187 1.53196

-4.92088 4.11187 1.53196
-4.91484 5.10883 1.54844

-4.91484 5.10883 1.54844
-5.86135 5.18526 3.12246

-5.86135 5.18526 3.12246
-6.89534 5.11766 -3.14018

-6.89534 5.11766 -3.14018
-7.90919 5.14312 3.1277

-7.90919 5.14312 3.1277
-8.88273 5.20061 3.0929

-8.88273 5.20061 3.0929
-9.89447 5.21647 3.10132

-9.89447 5.21647 3.10132
-9.86113 4.2763 -1.60733

-9.86113 4.2763 -1.60733
-9.81119 3.18939 -1.57674

-9.81119 3.18939 -1.57674
-9.91061 2.1627 -1.59911

-9.91061 2.1627 -1.59911
-9.96514 1.09315 -1.61319

-9.96514 1.09315 -1.61319
-10.1056 0.0725652 -1.64091

-10.1056 0.0725652 -1.64091
-9.14603 0.0451017 -0.0699149

-9.14603 0.0451017 -0.0699149
-8.11126 -0.0897396 -0.0741864

-8.11126 -0.0897396 -0.0741864
-7.17267 -0.106038 -0.0797082

-5.08907 0.0810517 3.10515
-6.01904 0.0790115 -0.0299743

-7.17267 -0.106038 -0.0797082
-6.01904 0.0790115 -0.0299743

-5.08907 0.0810517 3.10515
-5.08513 0.0713993 -0.0244484

-5.04599 1.06958 1.51691
-5.08513 0.0713993 -0.0244484

-4.04516 0.107032 3.0962
-5.08513 0.0713993 -0.0244484

-6.01904 0.0790115 -0.0299743
-5.08513 0.0713993 -0.0244484

-5.08907 0.0810517 3.10515
-5.09852 -0.950752 -1.61716

-5.08513 0.0713993 -0.0244484
-5.09852 -0.950752 -1.61716

-5.09852 -0.950752 -1.61716
-5.16729 -1.86777 -1.60483

-5.16729 -1.86777 -1.60483
-5.10627 -2.95207 -1.61098

-5.10627 -2.95207 -1.61098
-5.12801 -3.96176 -1.60356

-5.12801 -3.96176 -1.60356
-5.14345 -4.99397 -1.60175

-5.14345 -4.99397 -1.60175
-4.20441 -5.05552 -0.0398479

-4.20441 -5.05552 -0.0398479
-3.04715 -5.01893 -0.0312891

-3.04715 -5.01893 -0.0312891
-2.0124 -5.17125 -0.0659701

-2.0124 -5.17125 -0.0659701
-0.940914 -5.31008 -0.0630944

-0.940914 -5.31008 -0.0630944
-0.0284248 -5.4043 -0.0521937

-0.0284248 -5.4043 -0.0521937
-0.085079 -4.41712 1.52009

-0.085079 -4.41712 1.52009
-0.00174044 -3.48711 1.50768

