0 0 0
0.995041 -0.0378473 0.0108786

0.995041 -0.0378473 0.0108786
1.99545 -0.0300838 0.00807428

1.99545 -0.0300838 0.00807428
2.96563 -0.0594982 0.0227597

2.96563 -0.0594982 0.0227597
4.00484 0.0293039 -0.00546195

4.00484 0.0293039 -0.00546195
4.9654 -0.0470395 -0.0175113

4.9654 -0.0470395 -0.0175113
5.00127 0.995058 1.55232

5.00127 0.995058 1.55232
5.00108 2.03326 1.55392

5.00108 2.03326 1.55392
5.00947 2.98378 1.57159

5.00947 2.98378 1.57159
5.02631 3.98742 1.58734

5.02631 3.98742 1.58734
4.96782 5.01163 1.56963

4.96782 5.01163 1.56963
3.96256 5.02719 -3.11982

3.96256 5.02719 -3.11982
2.97858 5.02061 -3.12373

2.97858 5.02061 -3.12373
1.95227 4.91485 -3.138

1.95227 4.91485 -3.138
0.978601 4.92972 -3.14296

0.978601 4.92972 -3.14296
-0.0238141 4.92795 -3.16525

-0.0238141 4.92795 -3.16525
0.00553624 3.96719 -1.56329

0.00553624 3.96719 -1.56329
-0.00156427 2.99086 -1.55347

-0.00156427 2.99086 -1.55347
-0.0195508 1.99333 -1.56942

-0.0195508 1.99333 -1.56942
-0.0312359 0.970783 -1.56944

0 0 0
-0.0312359 0.970783 -1.56944

-0.0312359 0.970783 -1.56944
-0.0156457 0.00242117 -1.57989

0.995041 -0.0378473 0.0108786
-0.0156457 0.00242117 -1.57989

0 0 0
-0.0156457 0.00242117 -1.57989

0 0 0
-1.01738 -0.00736595 3.13929

-0.0156457 0.00242117 -1.57989
-1.01738 -0.00736595 3.13929

-1.01738 -0.00736595 3.13929
-2.02991 -0.0256494 3.12869

-2.02991 -0.0256494 3.12869
-3.06792 0.0196075 3.127

-3.06792 0.0196075 3.127
-4.06287 0.0941646 3.11712

-4.06287 0.0941646 3.11712
-5.09859 0.0534524 3.12856

-5.09859 0.0534524 3.12856
-5.09259 1.03967 1.54883

-5.09259 1.03967 1.54883
-5.07006 2.08188 1.54774

-5.07006 2.08188 1.54774
-5.08946 3.11211 1.55914

-5.08946 3.11211 1.55914
-5.06187 4.09762 1.56562

-5.06187 4.09762 1.56562
-5.08787 5.0986 1.58268

-5.08787 5.0986 1.58268
-6.03479 5.14686 3.15728

-6.03479 5.14686 3.15728
-7.06414 5.04756 -3.10478

-7.06414 5.04756 -3.10478
-8.07659 5.0414 3.16367

-8.07659 5.0414 3.16367
-9.04992 5.06811 3.12946

-9.04992 5.06811 3.12946
-10.0599 5.05126 3.13845

-10.0599 5.05126 3.13845
-9.98858 4.12074 -1.56918

-9.98858 4.12074 -1.56918
-9.89129 3.05135 -1.53665

-9.89129 3.05135 -1.53665
-9.94356 2.03628 -1.55708

-9.94356 2.03628 -1.55708
-9.94717 0.980179 -1.56922

-9.94717 0.980179 -1.56922
-10.0367 -0.0308254 -1.595

-10.0367 -0.0308254 -1.595
-9.07128 0.000856962 -0.0220588

-9.07128 0.000856962 -0.0220588
-8.02562 -0.0692377 -0.0243885

-8.02562 -0.0692377 -0.0243885
-7.08177 -0.0237354 -0.0279687

-5.09859 0.0534524 3.12856
-6.06654 0.0326776 -0.00610707

-7.08177 -0.0237354 -0.0279687
-6.06654 0.0326776 -0.00610707

-5.09859 0.0534524 3.12856
-5.11475 0.0277815 -0.00778917

-5.09259 1.03967 1.54883
-5.11475 0.0277815 -0.00778917

-4.06287 0.0941646 3.11712
-5.11475 0.0277815 -0.00778917

-6.06654 0.0326776 -0.00610707
-5.11475 0.0277815 -0.00778917

-5.09859 0.0534524 3.12856
-5.07829 -0.958118 -1.58678

-5.11475 0.0277815 -0.00778917
-5.07829 -0.958118 -1.58678

-5.07829 -0.958118 -1.58678
-5.12518 -1.85651 -1.57389

-5.12518 -1.85651 -1.57389
-5.0366 -2.91806 -1.57948

-5.0366 -2.91806 -1.57948
-5.0325 -3.90763 -1.5715

-5.0325 -3.90763 -1.5715
-5.0208 -4.91948 -1.56913

-5.0208 -4.91948 -1.56913
-4.08658 -4.92973 -0.00667169

-4.08658 -4.92973 -0.00667169
-2.93754 -4.83404 0.0024455

-2.93754 -4.83404 0.0024455
-1.90453 -4.93068 -0.0316772

-1.90453 -4.93068 -0.0316772
-0.835204 -5.01197 -0.0282432

-0.835204 -5.01197 -0.0282432
0.073704 -5.05369 -0.0167841

0.073704 -5.05369 -0.0167841
-0.0245802 -4.04886 1.55605

-0.0245802 -4.04886 1.55605
0.0185599 -3.09613 1.54421

0.0185599 -3.09613 1.54421
0.074769 -2.04323 1.54585

0 0 0
0.0140782 -1.02771 1.5709

-0.0156457 0.00242117 -1.57989
0.0140782 -1.02771 1.5709

0.074769 -2.04323 1.54585
0.0140782 -1.02771 1.5709

-0.0312359 0.970783 -1.56944
-0.0311755 -0.00295073 1.57255

0.995041 -0.0378473 0.0108786
-0.0311755 -0.00295073 1.57255

0 0 0
-0.0311755 -0.00295073 1.57255

